longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.51,37.96,39.0,1.0,1.0,1574.0,653.0,4607.875,512600.0,NEAR BAY
-122.52,37.96,35.0,1.0,1.0,818.0,352.0,6602.249999999999,647000.0,NEAR BAY
-122.53,37.97,37.0,1.0,1.0,621.0,314.0,4448.5,522600.0,NEAR BAY
-122.52,37.95,37.0,1.0,1.0,179.0,69.0,7857.75,985002.0,NEAR BAY
-122.53,37.96,35.0,1.0,1.0,413.0,197.0,4989.625,566600.0,NEAR BAY
-122.47,37.95,16.0,1.0,1.0,1986.0,815.0,4964.0,360000.0,NEAR BAY
-122.5,37.96,16.0,1.0,1.0,45.0,25.0,7669.875,410000.0,NEAR BAY
-122.5,37.97,25.0,1.0,1.0,5917.0,1812.0,3409.125,360000.0,NEAR BAY
-122.64,38.01,36.0,1.0,1.0,678.0,249.0,6973.625,569000.0,NEAR OCEAN
-122.64,38.01,36.0,1.0,1.0,551.0,229.0,4665.125,518400.0,NEAR OCEAN
-122.68,38.01,41.0,1.0,1.0,825.0,369.0,5251.375,495800.0,NEAR OCEAN
-122.7,38.03,42.0,1.0,1.0,624.0,292.0,5172.375,603200.0,NEAR OCEAN
-122.65,38.01,40.0,1.0,1.0,708.0,255.0,6345.75,595800.0,NEAR OCEAN
-122.59,37.97,46.0,1.0,1.0,1872.0,833.0,5703.125,535400.0,NEAR OCEAN
-122.61,37.99,40.0,1.0,1.0,3108.0,1349.0,5546.875,564200.0,NEAR OCEAN
-122.62,37.97,52.0,1.0,1.0,150.0,56.0,9625.75,618400.0,NEAR OCEAN
-122.59,37.99,36.0,1.0,1.0,1899.0,827.0,5207.375,589000.0,NEAR BAY
-122.6,38.0,21.0,1.0,1.0,1100.0,449.0,5137.25,478200.0,<1H OCEAN
-122.59,38.01,35.0,1.0,1.0,3450.0,1258.0,7715.5,813600.0,NEAR BAY
-122.57,37.99,45.0,1.0,1.0,926.0,400.0,6209.249999999999,625200.0,NEAR BAY
-122.57,37.99,38.0,1.0,1.0,2466.0,1027.0,5213.875,658800.0,NEAR BAY
-122.57,37.98,49.0,1.0,1.0,1178.0,522.0,5781.25,695000.0,NEAR BAY
-122.58,37.98,52.0,1.0,1.0,1553.0,639.0,5863.125,617600.0,NEAR BAY
-122.58,37.98,52.0,1.0,1.0,467.0,197.0,6201.875,569400.0,NEAR BAY
-122.56,37.98,36.0,1.0,1.0,1111.0,557.0,6007.0,676400.0,NEAR BAY
-122.56,37.97,52.0,1.0,1.0,735.0,306.0,5868.0,782800.0,NEAR BAY
-122.57,37.97,47.0,1.0,1.0,2177.0,1027.0,4381.875,749200.0,NEAR BAY
-122.55,37.97,52.0,1.0,1.0,731.0,253.0,8894.375,985002.0,NEAR BAY
-122.57,37.96,52.0,1.0,1.0,1449.0,471.0,11479.25,985002.0,NEAR BAY
-122.56,37.95,34.0,1.0,1.0,933.0,410.0,7680.5,985002.0,NEAR OCEAN
-122.56,37.94,36.0,1.0,1.0,653.0,241.0,13284.0,985002.0,NEAR BAY
-122.64,37.96,29.0,1.0,1.0,151.0,67.0,11943.875,985002.0,NEAR OCEAN
-122.54,37.96,44.0,1.0,1.0,596.0,208.0,12661.25,985002.0,NEAR BAY
-122.54,37.96,33.0,1.0,1.0,996.0,449.0,5385.375,985002.0,NEAR BAY
-122.54,37.95,38.0,1.0,1.0,971.0,386.0,7121.25,856400.0,NEAR BAY
-122.52,37.95,33.0,1.0,1.0,1675.0,628.0,9863.0,922600.0,NEAR BAY
-122.53,37.95,22.0,1.0,1.0,2980.0,1888.0,4479.75,527600.0,NEAR BAY
-122.53,37.96,36.0,1.0,1.0,1549.0,626.0,10491.875,926000.0,NEAR BAY
-122.53,37.93,42.0,1.0,1.0,887.0,347.0,8265.625,771400.0,NEAR BAY
-122.54,37.93,43.0,1.0,1.0,970.0,430.0,6923.125,848600.0,NEAR BAY
-122.54,37.94,39.0,1.0,1.0,1519.0,788.0,5510.125,855400.0,NEAR BAY
-122.54,37.94,26.0,1.0,1.0,1550.0,792.0,6479.25,796000.0,NEAR BAY
-122.52,37.94,18.0,1.0,1.0,600.0,241.0,7447.75,985002.0,NEAR BAY
-122.53,37.94,18.0,1.0,1.0,384.0,247.0,5918.0,385000.0,NEAR BAY
-122.52,37.93,34.0,1.0,1.0,1219.0,507.0,6347.375,652800.0,NEAR BAY
-122.51,37.92,32.0,1.0,1.0,1022.0,464.0,4705.875,735000.0,NEAR BAY
-122.52,37.92,24.0,1.0,1.0,163.0,75.0,18229.125,985002.0,NEAR BAY
-122.53,37.92,42.0,1.0,1.0,723.0,306.0,6922.374999999999,806000.0,NEAR BAY
-122.53,37.93,37.0,1.0,1.0,648.0,337.0,5156.25,605600.0,NEAR BAY
-122.53,37.92,45.0,1.0,1.0,608.0,328.0,4843.75,766600.0,NEAR BAY
-122.52,37.92,47.0,1.0,1.0,334.0,151.0,7313.625,620600.0,NEAR BAY
-122.5,37.92,32.0,1.0,1.0,1013.0,408.0,7704.0,683400.0,NEAR BAY
-122.5,37.92,30.0,1.0,1.0,974.0,351.0,6990.75,586800.0,NEAR BAY
-122.49,37.92,26.0,1.0,1.0,849.0,318.0,7869.125,757400.0,NEAR BAY
-122.51,37.91,2.0,1.0,1.0,203.0,118.0,8301.25,605000.0,NEAR BAY
-122.48,37.93,16.0,1.0,1.0,1385.0,743.0,4591.375,621000.0,NEAR BAY
-122.46,37.88,35.0,1.0,1.0,812.0,373.0,11048.25,985002.0,NEAR BAY
-122.47,37.87,36.0,1.0,1.0,1315.0,582.0,14463.25,985002.0,NEAR BAY
-122.45,37.91,27.0,1.0,1.0,935.0,369.0,12598.875,985002.0,NEAR BAY
-122.5,37.91,31.0,1.0,1.0,2755.0,1267.0,6856.375,867200.0,NEAR BAY
-122.49,37.89,23.0,1.0,1.0,541.0,336.0,7529.749999999999,985002.0,NEAR BAY
-122.47,37.89,23.0,1.0,1.0,3895.0,1683.0,9113.125,985002.0,NEAR BAY
-122.45,37.9,30.0,1.0,1.0,1292.0,632.0,10611.0,985002.0,NEAR BAY
-122.5,37.88,28.0,1.0,1.0,2100.0,1023.0,5934.374999999999,934200.0,NEAR BAY
-122.51,37.89,27.0,1.0,1.0,1233.0,547.0,4310.625,901600.0,NEAR BAY
-122.53,37.91,37.0,1.0,1.0,999.0,417.0,9986.5,985002.0,NEAR BAY
-122.53,37.9,44.0,1.0,1.0,1232.0,537.0,4854.875,639400.0,NEAR BAY
-122.54,37.9,48.0,1.0,1.0,937.0,455.0,5546.875,725000.0,NEAR BAY
-122.54,37.91,48.0,1.0,1.0,1159.0,505.0,7037.75,963000.0,NEAR BAY
-122.55,37.92,52.0,1.0,1.0,859.0,359.0,7635.625,985002.0,NEAR BAY
-122.52,37.91,30.0,1.0,1.0,1818.0,705.0,6993.875000000001,790800.0,NEAR BAY
-122.52,37.89,17.0,1.0,1.0,1640.0,989.0,4941.375,820200.0,NEAR BAY
-122.52,37.9,16.0,1.0,1.0,689.0,348.0,5529.875,519200.0,NEAR BAY
-122.54,37.9,41.0,1.0,1.0,1091.0,528.0,4726.625,763400.0,NEAR BAY
-122.55,37.9,34.0,1.0,1.0,503.0,220.0,9950.75,891800.0,NEAR BAY
-122.56,37.9,48.0,1.0,1.0,641.0,276.0,10792.5,912000.0,NEAR BAY
-122.56,37.91,52.0,1.0,1.0,755.0,345.0,8990.5,985002.0,NEAR BAY
-122.56,37.92,37.0,1.0,1.0,721.0,298.0,11156.0,985002.0,NEAR BAY
-122.55,37.91,48.0,1.0,1.0,567.0,255.0,4099.25,905000.0,NEAR BAY
-122.53,37.88,25.0,1.0,1.0,1913.0,834.0,8592.75,811200.0,NEAR BAY
-122.54,37.88,30.0,1.0,1.0,1775.0,745.0,8476.125,813800.0,NEAR BAY
-122.53,37.87,20.0,1.0,1.0,658.0,253.0,9997.125,785000.0,NEAR BAY
-122.53,37.88,36.0,1.0,1.0,1064.0,449.0,5572.875000000001,602200.0,NEAR BAY
-122.56,37.9,36.0,1.0,1.0,562.0,246.0,8443.25,789800.0,NEAR BAY
-122.54,37.89,33.0,1.0,1.0,1907.0,795.0,7659.375000000001,833800.0,NEAR BAY
-122.53,37.89,35.0,1.0,1.0,1596.0,707.0,7384.125,785800.0,NEAR BAY
-122.56,37.9,24.0,1.0,1.0,75.0,38.0,6411.5,710000.0,NEAR BAY
-122.51,37.87,21.0,1.0,1.0,1949.0,919.0,3577.5,501800.0,NEAR BAY
-122.47,37.85,19.0,1.0,1.0,881.0,546.0,3643.125,265800.0,NEAR BAY
-122.5,37.87,17.0,1.0,1.0,1650.0,919.0,7883.250000000001,677200.0,NEAR BAY
-122.49,37.86,35.0,1.0,1.0,969.0,528.0,8458.625,985002.0,NEAR BAY
-122.49,37.86,52.0,1.0,1.0,809.0,503.0,5674.749999999999,869000.0,NEAR BAY
-122.48,37.86,52.0,1.0,1.0,1177.0,670.0,7764.124999999999,985002.0,NEAR BAY
-122.48,37.85,42.0,1.0,1.0,2096.0,1205.0,8094.0,985002.0,NEAR BAY
-122.49,37.85,38.0,1.0,1.0,63.0,34.0,15318.375,985002.0,NEAR BAY
-122.52,37.88,52.0,1.0,1.0,88.0,46.0,4758.5,535000.0,NEAR BAY
-122.62,37.85,30.0,1.0,1.0,358.0,143.0,8524.75,972600.0,NEAR OCEAN
-122.53,37.86,38.0,1.0,1.0,628.0,205.0,4687.5,942200.0,NEAR BAY
-122.66,37.93,42.0,1.0,1.0,553.0,277.0,5224.0,685000.0,NEAR OCEAN
-122.71,37.88,21.0,1.0,1.0,599.0,250.0,5390.625,976600.0,NEAR OCEAN
-122.69,37.91,43.0,1.0,1.0,629.0,279.0,5399.25,462400.0,NEAR OCEAN
-122.71,37.9,23.0,1.0,1.0,437.0,188.0,3893.7500000000005,470200.0,NEAR OCEAN
-122.86,38.1,44.0,1.0,1.0,691.0,343.0,5390.625,508000.0,NEAR OCEAN
-122.84,38.07,31.0,1.0,1.0,701.0,297.0,4783.625,526400.0,NEAR OCEAN
-122.93,38.02,28.0,1.0,1.0,628.0,219.0,4433.625,385000.0,NEAR OCEAN
-122.68,38.07,26.0,1.0,1.0,510.0,207.0,7038.124999999999,845000.0,NEAR OCEAN
-122.9,38.28,52.0,1.0,1.0,627.0,185.0,2935.25,312000.0,NEAR OCEAN
-122.96,38.26,20.0,1.0,1.0,308.0,132.0,3928.625,466800.0,NEAR OCEAN
-122.81,38.08,19.0,1.0,1.0,815.0,337.0,4326.125,462600.0,NEAR OCEAN
-122.8,38.18,36.0,1.0,1.0,957.0,362.0,4531.25,491200.0,NEAR OCEAN
-120.19,37.53,25.0,1.0,1.0,706.0,283.0,2201.75,127600.0,INLAND
-120.02,37.57,17.0,1.0,1.0,909.0,319.0,3398.5,211200.0,INLAND
-119.99,37.51,14.0,1.0,1.0,1011.0,509.0,1747.5000000000002,192600.0,INLAND
-119.95,37.47,32.0,1.0,1.0,600.0,265.0,1875.0,168000.0,INLAND
-119.98,37.43,12.0,1.0,1.0,1236.0,489.0,3193.875,195000.0,INLAND
-120.07,37.34,16.0,1.0,1.0,762.0,283.0,2187.5,160000.0,INLAND
-120.31,37.64,11.0,1.0,1.0,890.0,344.0,3750.0,226600.0,INLAND
-120.15,37.69,13.0,1.0,1.0,369.0,165.0,3593.75,125400.0,INLAND
-120.02,37.72,17.0,1.0,1.0,990.0,410.0,2977.25,161200.0,INLAND
-119.81,37.67,24.0,1.0,1.0,79.0,30.0,4791.625,172600.0,INLAND
-119.82,37.57,13.0,1.0,1.0,643.0,241.0,3327.5,169800.0,INLAND
-119.9,37.49,13.0,1.0,1.0,920.0,361.0,3750.0,209000.0,INLAND
-119.84,37.48,17.0,1.0,1.0,1087.0,423.0,3125.0,193400.0,INLAND
-119.8,37.5,15.0,1.0,1.0,406.0,151.0,3971.3749999999995,228800.0,INLAND
-119.72,37.46,13.0,1.0,1.0,750.0,308.0,3593.75,177000.0,INLAND
-119.85,37.39,14.0,1.0,1.0,1153.0,474.0,3441.25,207200.0,INLAND
-119.55,37.75,30.0,1.0,1.0,1500.0,414.0,4423.875,96800.0,INLAND
-119.64,37.61,30.0,1.0,1.0,291.0,135.0,3354.7500000000005,314200.0,INLAND
-123.15,39.74,23.0,1.0,1.0,281.0,108.0,3663.25,125000.0,INLAND
-123.24,39.81,25.0,1.0,1.0,746.0,259.0,2223.5,100800.0,INLAND
-123.23,39.77,25.0,1.0,1.0,991.0,377.0,1535.125,105600.0,INLAND
-123.47,39.8,18.0,1.0,1.0,863.0,346.0,2946.375,143400.0,INLAND
-123.71,39.88,42.0,1.0,1.0,656.0,303.0,1869.0,124600.0,NEAR OCEAN
-123.84,39.83,19.0,1.0,1.0,515.0,227.0,1909.75,276600.0,NEAR OCEAN
-123.58,39.66,15.0,1.0,1.0,887.0,332.0,2803.625,185000.0,<1H OCEAN
-123.5,39.67,22.0,1.0,1.0,1122.0,446.0,2724.125,128000.0,INLAND
-123.64,39.45,21.0,1.0,1.0,1908.0,642.0,3804.125,266400.0,<1H OCEAN
-123.79,39.5,24.0,1.0,1.0,588.0,274.0,2906.25,299600.0,<1H OCEAN
-123.8,39.47,28.0,1.0,1.0,1202.0,460.0,3482.125,285600.0,<1H OCEAN
-123.73,39.44,32.0,1.0,1.0,380.0,142.0,3375.0,315000.0,<1H OCEAN
-123.84,39.46,47.0,1.0,1.0,552.0,201.0,3149.0,205800.0,<1H OCEAN
-123.8,39.46,35.0,1.0,1.0,698.0,299.0,3655.375,248200.0,<1H OCEAN
-123.8,39.44,52.0,1.0,1.0,754.0,340.0,2401.625,175000.0,<1H OCEAN
-123.79,39.44,49.0,1.0,1.0,1201.0,479.0,4375.0,211600.0,<1H OCEAN
-123.8,39.44,33.0,1.0,1.0,1019.0,422.0,2401.0,172200.0,<1H OCEAN
-123.79,39.44,36.0,1.0,1.0,761.0,286.0,3476.625,196600.0,<1H OCEAN
-123.79,39.44,16.0,1.0,1.0,1177.0,414.0,4021.375,217400.0,<1H OCEAN
-123.85,39.42,11.0,1.0,1.0,895.0,451.0,2196.75,285000.0,<1H OCEAN
-123.34,39.5,15.0,1.0,1.0,1064.0,433.0,2370.875,178200.0,INLAND
-123.4,39.46,10.0,1.0,1.0,2111.0,758.0,4019.4999999999995,193800.0,<1H OCEAN
-123.32,39.42,22.0,1.0,1.0,1133.0,402.0,2988.25,170200.0,<1H OCEAN
-123.38,39.37,18.0,1.0,1.0,1899.0,730.0,3303.0,234200.0,<1H OCEAN
-123.35,39.42,18.0,1.0,1.0,904.0,295.0,2703.125,139400.0,<1H OCEAN
-123.37,39.43,32.0,1.0,1.0,1281.0,479.0,4485.0,177000.0,<1H OCEAN
-123.36,39.41,46.0,1.0,1.0,808.0,330.0,3647.875,138800.0,<1H OCEAN
-123.35,39.4,27.0,1.0,1.0,779.0,327.0,2312.5,128600.0,<1H OCEAN
-123.36,39.4,21.0,1.0,1.0,715.0,275.0,1953.125,128000.0,<1H OCEAN
-123.34,39.39,18.0,1.0,1.0,1636.0,615.0,2916.625,153000.0,<1H OCEAN
-123.1,39.36,19.0,1.0,1.0,611.0,226.0,2182.5,195000.0,INLAND
-123.23,39.33,20.0,1.0,1.0,448.0,140.0,4954.0,279200.0,<1H OCEAN
-123.15,39.31,19.0,1.0,1.0,424.0,152.0,3604.1250000000005,293400.0,INLAND
-123.11,39.32,20.0,1.0,1.0,1421.0,430.0,4178.875,260000.0,INLAND
-123.18,39.26,25.0,1.0,1.0,1558.0,535.0,4735.0,253400.0,<1H OCEAN
-123.22,39.28,16.0,1.0,1.0,3148.0,1088.0,3931.8750000000005,270800.0,<1H OCEAN
-123.36,39.25,17.0,1.0,1.0,522.0,202.0,3234.375,274000.0,<1H OCEAN
-123.18,39.23,18.0,1.0,1.0,115.0,54.0,2656.25,335000.0,<1H OCEAN
-123.21,39.2,17.0,1.0,1.0,1560.0,647.0,2865.7500000000005,283600.0,<1H OCEAN
-123.19,39.21,22.0,1.0,1.0,821.0,285.0,4489.625,222600.0,<1H OCEAN
-123.2,39.23,26.0,1.0,1.0,494.0,161.0,2947.875,195800.0,<1H OCEAN
-123.75,39.37,16.0,1.0,1.0,830.0,279.0,4062.5,287800.0,<1H OCEAN
-123.85,39.39,23.0,1.0,1.0,2095.0,857.0,3979.9999999999995,266000.0,<1H OCEAN
-123.81,39.34,17.0,1.0,1.0,773.0,325.0,3945.375,539000.0,<1H OCEAN
-123.7,39.32,18.0,1.0,1.0,711.0,292.0,3883.875,411400.0,<1H OCEAN
-123.81,39.31,23.0,1.0,1.0,887.0,432.0,4206.75,435000.0,NEAR OCEAN
-123.73,39.17,20.0,1.0,1.0,1745.0,794.0,2968.75,302600.0,NEAR OCEAN
-123.53,38.93,38.0,1.0,1.0,506.0,211.0,3203.125,316200.0,NEAR OCEAN
-123.69,38.9,17.0,1.0,1.0,1140.0,428.0,2748.125,175600.0,NEAR OCEAN
-123.59,38.8,17.0,1.0,1.0,1742.0,803.0,3900.125,337200.0,NEAR OCEAN
-123.54,39.17,18.0,1.0,1.0,1032.0,369.0,2868.25,187000.0,<1H OCEAN
-123.39,38.99,28.0,1.0,1.0,812.0,258.0,4257.875,203800.0,<1H OCEAN
-123.36,39.01,35.0,1.0,1.0,857.0,288.0,3404.0,215800.0,<1H OCEAN
-123.21,39.18,17.0,1.0,1.0,1501.0,584.0,3284.375,269200.0,<1H OCEAN
-123.34,39.1,24.0,1.0,1.0,3002.0,992.0,3831.5,247200.0,<1H OCEAN
-123.21,39.07,17.0,1.0,1.0,877.0,312.0,4729.125,304600.0,<1H OCEAN
-123.22,39.15,45.0,1.0,1.0,639.0,270.0,4208.375,215400.0,<1H OCEAN
-123.22,39.16,32.0,1.0,1.0,499.0,208.0,4573.375,294200.0,<1H OCEAN
-123.23,39.13,33.0,1.0,1.0,529.0,217.0,4869.75,273000.0,<1H OCEAN
-123.22,39.15,36.0,1.0,1.0,504.0,203.0,4492.25,229200.0,<1H OCEAN
-123.21,39.15,52.0,1.0,1.0,617.0,228.0,3187.5,210800.0,<1H OCEAN
-123.21,39.14,39.0,1.0,1.0,661.0,278.0,3750.0,214200.0,<1H OCEAN
-123.21,39.13,27.0,1.0,1.0,822.0,234.0,5058.625,239800.0,<1H OCEAN
-123.2,39.16,14.0,1.0,1.0,1195.0,467.0,2241.125,149600.0,<1H OCEAN
-123.22,39.16,29.0,1.0,1.0,3595.0,1189.0,3288.7500000000005,204200.0,<1H OCEAN
-123.2,39.15,27.0,1.0,1.0,592.0,225.0,2509.25,177400.0,<1H OCEAN
-123.19,39.15,16.0,1.0,1.0,1232.0,488.0,3251.5,236200.0,<1H OCEAN
-123.21,39.15,31.0,1.0,1.0,1367.0,626.0,2071.375,202800.0,<1H OCEAN
-123.2,39.14,17.0,1.0,1.0,878.0,399.0,2255.25,203400.0,<1H OCEAN
-123.2,39.13,26.0,1.0,1.0,1065.0,401.0,1718.75,153800.0,<1H OCEAN
-123.21,39.14,15.0,1.0,1.0,1376.0,516.0,2379.0,185000.0,<1H OCEAN
-123.1,39.15,32.0,1.0,1.0,454.0,188.0,4791.625,217200.0,<1H OCEAN
-123.17,39.18,14.0,1.0,1.0,1030.0,308.0,7448.125,414800.0,<1H OCEAN
-123.17,39.15,30.0,1.0,1.0,816.0,325.0,5531.25,308800.0,<1H OCEAN
-123.16,39.13,33.0,1.0,1.0,1048.0,303.0,2226.625,174400.0,<1H OCEAN
-123.16,39.1,31.0,1.0,1.0,327.0,81.0,3468.75,226600.0,<1H OCEAN
-123.19,39.12,38.0,1.0,1.0,196.0,60.0,2890.625,125000.0,<1H OCEAN
-123.15,38.94,22.0,1.0,1.0,1048.0,358.0,3396.375,176600.0,<1H OCEAN
-123.1,38.97,36.0,1.0,1.0,697.0,251.0,3220.125,174800.0,<1H OCEAN
-120.46,37.51,22.0,1.0,1.0,1432.0,399.0,3625.0,151200.0,INLAND
-120.68,37.47,33.0,1.0,1.0,658.0,197.0,2880.375,117600.0,INLAND
-120.75,37.44,27.0,1.0,1.0,1252.0,350.0,4522.75,231400.0,INLAND
-120.76,37.44,18.0,1.0,1.0,1333.0,411.0,3445.2500000000005,166000.0,INLAND
-120.77,37.42,27.0,1.0,1.0,888.0,241.0,2916.625,130600.0,INLAND
-120.79,37.43,17.0,1.0,1.0,1764.0,502.0,3564.875,146400.0,INLAND
-120.79,37.41,35.0,1.0,1.0,1730.0,469.0,2758.875,156800.0,INLAND
-120.71,37.39,11.0,1.0,1.0,1476.0,327.0,4090.125,132600.0,INLAND
-120.71,37.39,40.0,1.0,1.0,785.0,175.0,3257.25,130400.0,INLAND
-120.69,37.4,46.0,1.0,1.0,496.0,147.0,4395.875,260000.0,INLAND
-120.74,37.33,30.0,1.0,1.0,1409.0,428.0,2685.5,147600.0,INLAND
-120.75,37.37,32.0,1.0,1.0,1037.0,286.0,3120.5,162600.0,INLAND
-120.73,37.38,37.0,1.0,1.0,827.0,176.0,2404.5,113800.0,INLAND
-120.72,37.38,22.0,1.0,1.0,1455.0,340.0,2851.625,119600.0,INLAND
-120.73,37.38,23.0,1.0,1.0,1052.0,265.0,3587.25,130800.0,INLAND
-120.71,37.38,14.0,1.0,1.0,1756.0,382.0,3365.375,127800.0,INLAND
-120.84,37.4,7.0,1.0,1.0,1374.0,505.0,3276.75,192600.0,INLAND
-120.86,37.4,17.0,1.0,1.0,1904.0,617.0,3888.875,212800.0,INLAND
-120.84,37.43,32.0,1.0,1.0,1580.0,484.0,4723.0,314000.0,INLAND
-120.94,37.4,32.0,1.0,1.0,774.0,222.0,3750.0,203800.0,INLAND
-120.88,37.37,24.0,1.0,1.0,684.0,221.0,3363.5,191200.0,INLAND
-120.89,37.33,27.0,1.0,1.0,1518.0,447.0,2552.125,173400.0,INLAND
-120.64,37.38,21.0,1.0,1.0,2268.0,620.0,3208.7499999999995,125800.0,INLAND
-120.64,37.38,19.0,1.0,1.0,1469.0,435.0,3141.125,154200.0,INLAND
-120.65,37.33,25.0,1.0,1.0,810.0,266.0,5132.25,200200.0,INLAND
-120.59,37.39,16.0,1.0,1.0,3589.0,1017.0,2632.625,130600.0,INLAND
-120.63,37.41,27.0,1.0,1.0,1462.0,479.0,3304.875,123200.0,INLAND
-120.57,37.43,39.0,1.0,1.0,1268.0,402.0,3344.75,134200.0,INLAND
-120.6,37.37,10.0,1.0,1.0,1368.0,487.0,5833.374999999999,245200.0,INLAND
-120.6,37.36,27.0,1.0,1.0,1307.0,456.0,3863.875,158800.0,INLAND
-120.63,37.36,16.0,1.0,1.0,866.0,284.0,5086.75,205400.0,INLAND
-120.62,37.35,18.0,1.0,1.0,572.0,190.0,2104.125,127000.0,INLAND
-120.62,37.36,15.0,1.0,1.0,2014.0,659.0,4082.0,152000.0,INLAND
-120.62,37.37,8.0,1.0,1.0,1530.0,435.0,4960.0,189200.0,INLAND
-120.59,37.36,11.0,1.0,1.0,2814.0,953.0,2522.375,159600.0,INLAND
-120.6,37.35,34.0,1.0,1.0,904.0,315.0,3081.625,117200.0,INLAND
-120.61,37.35,34.0,1.0,1.0,1009.0,385.0,2777.75,135000.0,INLAND
-120.62,37.35,20.0,1.0,1.0,1000.0,346.0,1826.875,123400.0,INLAND
-120.61,37.32,18.0,1.0,1.0,2497.0,805.0,5312.5,277600.0,INLAND
-120.6,37.34,34.0,1.0,1.0,1304.0,415.0,2647.75,122800.0,INLAND
-120.61,37.36,16.0,1.0,,380.0,132.0,2391.875,160000.0,INLAND
-120.57,37.35,18.0,1.0,1.0,520.0,154.0,3753.75,187600.0,INLAND
-120.6,37.35,19.0,1.0,1.0,2441.0,707.0,4119.375,162200.0,INLAND
-120.59,37.35,15.0,1.0,1.0,1569.0,595.0,4424.125,161000.0,INLAND
-120.58,37.36,33.0,1.0,1.0,2603.0,696.0,2772.3750000000005,120000.0,INLAND
-120.64,37.2,16.0,1.0,1.0,1361.0,393.0,2508.25,235000.0,INLAND
-120.55,37.32,21.0,1.0,1.0,590.0,205.0,4149.25,267800.0,INLAND
-120.49,37.26,28.0,1.0,1.0,1283.0,378.0,2367.375,151000.0,INLAND
-120.5,37.37,18.0,1.0,1.0,5303.0,1644.0,3001.4999999999995,144400.0,INLAND
-120.41,37.16,21.0,1.0,1.0,1052.0,312.0,2601.1250000000005,176600.0,INLAND
-120.51,37.32,13.0,1.0,1.0,1108.0,466.0,2887.375,164200.0,INLAND
-120.49,37.32,10.0,1.0,1.0,620.0,240.0,3782.875,221600.0,INLAND
-120.5,37.32,13.0,1.0,1.0,1158.0,367.0,3437.5,151400.0,INLAND
-120.49,37.32,13.0,1.0,1.0,2149.0,821.0,2441.0,155600.0,INLAND
-120.48,37.32,13.0,1.0,1.0,1737.0,788.0,2677.25,246200.0,INLAND
-120.47,37.32,15.0,1.0,1.0,2024.0,1026.0,3197.5000000000005,228200.0,INLAND
-120.5,37.34,16.0,1.0,1.0,956.0,219.0,4319.875,201000.0,INLAND
-120.48,37.34,8.0,1.0,1.0,2821.0,987.0,5837.5,240200.0,INLAND
-120.47,37.34,9.0,1.0,1.0,1227.0,501.0,4592.75,219400.0,INLAND
-120.43,37.32,16.0,1.0,1.0,566.0,181.0,6565.25,235600.0,INLAND
-120.45,37.32,21.0,1.0,1.0,618.0,197.0,6026.75,220600.0,INLAND
-120.45,37.32,19.0,1.0,1.0,1631.0,484.0,4558.875,187800.0,INLAND
-120.46,37.33,4.0,1.0,1.0,368.0,109.0,7901.875,261400.0,INLAND
-120.46,37.33,17.0,1.0,1.0,2950.0,1104.0,4106.5,182600.0,INLAND
-120.44,37.31,16.0,1.0,1.0,1770.0,574.0,6582.750000000001,237400.0,INLAND
-120.45,37.31,20.0,1.0,1.0,2055.0,716.0,4706.5,252000.0,INLAND
-120.46,37.31,26.0,1.0,1.0,1524.0,565.0,4350.0,175600.0,INLAND
-120.48,37.31,42.0,1.0,1.0,1684.0,511.0,2943.75,136200.0,INLAND
-120.5,37.31,36.0,1.0,1.0,1048.0,451.0,3349.625,148600.0,INLAND
-120.49,37.31,45.0,1.0,1.0,1405.0,407.0,2565.1249999999995,129800.0,INLAND
-120.48,37.3,49.0,1.0,1.0,1956.0,679.0,1928.375,162000.0,INLAND
-120.48,37.3,39.0,1.0,1.0,875.0,313.0,1875.0,119000.0,INLAND
-120.49,37.3,50.0,1.0,1.0,621.0,250.0,1640.625,106800.0,INLAND
-120.44,37.31,21.0,1.0,1.0,3967.0,1297.0,3814.375,175400.0,INLAND
-120.46,37.31,35.0,1.0,1.0,953.0,356.0,3418.0,160600.0,INLAND
-120.47,37.3,40.0,1.0,1.0,2102.0,742.0,2729.7500000000005,135000.0,INLAND
-120.46,37.3,36.0,1.0,1.0,2151.0,713.0,2886.875,121600.0,INLAND
-120.51,37.29,20.0,1.0,1.0,4205.0,1009.0,2209.875,144600.0,INLAND
-120.5,37.3,29.0,1.0,1.0,1697.0,429.0,2200.0,111400.0,INLAND
-120.49,37.3,35.0,1.0,1.0,1350.0,343.0,2187.5,100200.0,INLAND
-120.49,37.29,17.0,1.0,1.0,2487.0,582.0,1369.375,110400.0,INLAND
-120.47,37.29,16.0,1.0,1.0,1277.0,224.0,1506.75,106800.0,INLAND
-120.48,37.29,17.0,1.0,1.0,3200.0,664.0,1954.3749999999998,105800.0,INLAND
-120.47,37.28,19.0,1.0,1.0,1227.0,309.0,2219.5,131600.0,INLAND
-120.49,37.28,11.0,1.0,1.0,1708.0,373.0,2441.875,99200.0,INLAND
-120.44,37.28,12.0,1.0,1.0,1658.0,586.0,2991.125,147200.0,INLAND
-120.44,37.29,18.0,1.0,1.0,576.0,263.0,2152.75,188000.0,INLAND
-120.46,37.29,30.0,1.0,1.0,1940.0,590.0,2949.25,129600.0,INLAND
